date,ticker,horizon,screening_profile,validation_bucket,high_probability_score,calibrated_win_probability,signal_score,point_in_time_universe_member,forward_return_5d,forward_return_20d,forward_return_60d
2025-06-11,ORLY,medium,default,filtered_out,40.44,0.3467,41.81,False,-0.0187757182679367,0.0178869078118097,0.1820908676887054
2025-06-11,ORLY,long,default,early_watchlist,55.97,0.5479,47.11,False,-0.0187757182679367,0.0178869078118097,0.1820908676887054
2025-07-11,ORLY,short,default,early_watchlist,51.45,0.3882,36.82,False,0.0078584759847701,0.1278105078959901,0.1274830818056433
2025-07-11,ORLY,medium,default,filtered_out,42.02,0.3738,41.58,False,0.0078584759847701,0.1278105078959901,0.1274830818056433
2025-07-11,ORLY,long,default,early_watchlist,45.95,0.6818,46.36,False,0.0078584759847701,0.1278105078959901,0.1274830818056433
2025-08-08,ORLY,short,default,early_watchlist,55.29,0.4109,53.24,False,-0.0173231480093652,0.0297106323470668,-0.1125520630671007
2025-08-08,ORLY,medium,default,early_watchlist,57.88,0.4637,60.31,False,-0.0173231480093652,0.0297106323470668,-0.1125520630671007
2025-08-08,ORLY,long,default,near_watchlist,64.06,0.8147,59.07,False,-0.0173231480093652,0.0297106323470668,-0.1125520630671007
2025-09-08,ORLY,short,default,early_watchlist,63.78,0.4348,44.09,False,-0.0009398352696148,-0.0291353235870688,-0.0616541832134536
2025-09-08,ORLY,medium,default,near_watchlist,68.09,0.5446,54.61,False,-0.0009398352696148,-0.0291353235870688,-0.0616541832134536
2025-09-08,ORLY,long,default,near_watchlist,75.45,0.8976,59.48,False,-0.0009398352696148,-0.0291353235870688,-0.0616541832134536
2025-10-06,ORLY,short,default,filtered_out,44.03,0.509,35.28,False,-0.0040658836973064,-0.1122943442480202,-0.1170377890620926
2025-10-06,ORLY,medium,default,early_watchlist,45.07,0.3685,44.9,False,-0.0040658836973064,-0.1122943442480202,-0.1170377890620926
2025-10-06,ORLY,long,default,early_watchlist,62.18,0.7445,57.27,False,-0.0040658836973064,-0.1122943442480202,-0.1170377890620926
2025-11-03,ORLY,short,default,early_watchlist,48.03,0.5196,37.71,False,0.0697928215798222,0.0887677171270011,0.0731734671447643
2025-11-03,ORLY,medium,default,early_watchlist,47.58,0.2815,43.1,False,0.0697928215798222,0.0887677171270011,0.0731734671447643
2025-11-03,ORLY,long,default,early_watchlist,53.73,0.6955,48.85,False,0.0697928215798222,0.0887677171270011,0.0731734671447643
2025-12-02,ORLY,short,default,early_watchlist,55.15,0.5228,39.34,False,-0.0559895487072363,-0.0864382769427523,-0.0481770606472697
2025-12-02,ORLY,medium,default,filtered_out,44.76,0.2709,46.16,False,-0.0559895487072363,-0.0864382769427523,-0.0481770606472697
2025-12-02,ORLY,long,default,early_watchlist,49.07,0.6798,46.41,False,-0.0559895487072363,-0.0864382769427523,-0.0481770606472697
2025-12-31,ORLY,short,default,early_watchlist,47.1,0.5204,34.5,False,0.0046047382212595,0.0789387638406677,0.0098673559358923
2025-12-31,ORLY,medium,default,early_watchlist,46.51,0.2823,39.5,False,0.0046047382212595,0.0789387638406677,0.0098673559358923
